iduser ,location,rank ,average_rating
177774,"st. louis, MO",\N,5
177785,\N,\N,4.5
177786,\N,\N,5
177790,\N,\N,3.5
177792,\N,\N,4
177800,\N,\N,5
177803,\N,\N,4
177808,\N,\N,5
177811,\N,\N,5
177814,\N,\N,5
177819,\N,\N,2
177826,\N,\N,5
177829,\N,\N,5
177830,\N,\N,3
177831,\N,\N,1
177832,\N,\N,1
177835,\N,\N,4
177839,\N,\N,5
177842,\N,\N,1
177846,\N,\N,1
177850,\N,\N,5
177851,\N,\N,5
177853,\N,\N,1
177858,\N,\N,3
177859,\N,\N,1
177865,\N,\N,4
177866,\N,\N,1
177876,\N,\N,3
177880,\N,\N,3
177882,\N,\N,5
177890,\N,\N,5
177900,\N,\N,3.8333
177901,\N,\N,1
177902,\N,\N,2
177907,\N,\N,5
177916,\N,\N,4.6667
177919,\N,\N,5
177921,\N,\N,1
177924,\N,\N,3
177925,\N,\N,5
177927,\N,\N,5
177928,\N,\N,1
177929,\N,\N,1
177932,\N,\N,5
177933,\N,\N,1
177934,\N,\N,2
177942,\N,\N,5
177944,\N,\N,5
177948,\N,\N,1
177950,\N,\N,5
177951,\N,\N,5
177958,canton tx,\N,2.5
177962,\N,\N,5
177966,\N,\N,1
177969,\N,\N,3
177970,\N,\N,4
177974,\N,\N,5
177976,\N,\N,5
177983,\N,\N,1
177984,\N,\N,5
177988,\N,\N,1
177989,\N,\N,5
177990,\N,\N,4.6667
177992,\N,\N,4.5
178003,Western North Carolina,\N,4.3333
178012,\N,\N,4
178013,\N,\N,5
178015,\N,\N,5
178017,\N,\N,4.4
178018,\N,\N,1
178023,\N,\N,1
178024,\N,\N,2
178025,\N,\N,5
178026,\N,\N,1
178034,\N,\N,1
178035,\N,\N,1
178037,\N,\N,5
178040,\N,\N,4
178045,\N,\N,5
178047,\N,\N,5
178052,\N,\N,5
178054,\N,\N,4
178061,"Toronto, Canada",\N,4
178064,\N,\N,5
178068,\N,\N,1
178069,\N,\N,5
178083,"Austin, TX",\N,5
178085,\N,\N,4
178089,\N,\N,\N
178090,\N,\N,1
178103,\N,\N,1
178105,\N,\N,1
178108,\N,\N,5
178109,\N,\N,2
178112,\N,\N,2
178114,\N,\N,5
178123,\N,\N,1
178126,\N,\N,5
178132,\N,\N,5
178134,\N,\N,5
178140,\N,\N,1
178148,\N,\N,1
178152,\N,\N,5
178153,\N,\N,5
178160,\N,\N,1
178164,\N,\N,5
178168,\N,\N,1
178169,\N,\N,5
178177,\N,\N,5
178181,\N,\N,5
178185,\N,\N,3
178188,\N,\N,1
178192,\N,\N,3.6
178195,\N,\N,4
178206,"Imperial Valley, CA",\N,\N
178208,\N,\N,1
178211,\N,\N,4.6667
178213,\N,\N,5
178214,\N,\N,4
178220,\N,\N,1
178233,\N,\N,2
178235,\N,\N,4.5
178237,Florida,\N,3.8571
178238,\N,\N,5
178239,\N,\N,1
178241,\N,\N,1
178242,\N,\N,3
178247,\N,\N,5
178248,\N,\N,4
178253,a little east of America....... ,\N,\N
178261,\N,\N,\N
178265,\N,\N,4
178266,\N,\N,5
178272,\N,\N,5
178279,\N,\N,5
178297,United States,\N,3.6429
178301,\N,\N,1
178304,\N,\N,1
178306,\N,\N,5
178307,\N,\N,4
178313,\N,\N,5
178315,\N,\N,4
178320,\N,\N,5
178327,\N,\N,5
178330,\N,\N,5
178339,\N,\N,5
178344,\N,\N,4
178346,"Halifax, Nova Scotia  Canada",\N,4
178353,\N,\N,2
178356,\N,\N,1
178357,\N,\N,5
178359,\N,\N,5
178362,\N,\N,1
178368,\N,\N,3
178371,"Newtown, PA  U.S.A.",\N,3.6667
178372,\N,\N,2.8333
178375,\N,\N,3
178380,\N,\N,2
178388,\N,\N,3
178389,\N,\N,1
178391,\N,\N,2
178393,\N,\N,2
178394,\N,\N,1
178396,\N,\N,5
178400,\N,\N,5
178406,\N,\N,3
178407,\N,\N,1
178409,\N,\N,2.5
178415,\N,\N,5
178417,\N,\N,1
178420,\N,\N,1
178422,\N,\N,3
178428,\N,\N,4.6667
178429,\N,\N,5
178430,\N,\N,3
178431,\N,\N,5
178433,\N,\N,5
178440,\N,\N,\N
178441,\N,\N,4
178442,\N,\N,1
178443,\N,\N,3
178445,"Durant ,Oklahoma",\N,5
178447,\N,\N,5
178453,\N,\N,5
178455,\N,\N,1
178457,\N,\N,\N
178462,\N,\N,5
178464,\N,\N,5
178465,\N,\N,2
178469,\N,\N,\N
178472,\N,\N,3
178475,\N,\N,1
178476,\N,\N,3
178480,\N,\N,1
178499,\N,\N,\N
178500,\N,\N,5
178501,\N,\N,1
178509,\N,\N,1
178518,\N,\N,5
178519,\N,\N,1
178522,\N,\N,4
178524,\N,\N,1
178531,\N,\N,5
178532,\N,\N,\N
178537,\N,\N,5
178542,\N,\N,5
178543,\N,\N,4.5
178548,\N,\N,5
178552,\N,\N,5
178553,\N,\N,5
178557,\N,\N,5
178558,\N,\N,4.2
178561,\N,\N,1
178563,\N,\N,5
178565,\N,\N,2
178572,\N,\N,1
178575,\N,\N,4
178585,\N,\N,1
178587,\N,\N,1
178614,\N,\N,5
178617,\N,\N,5
178618,"Mission, SD, USA",\N,4.4
178622,\N,\N,5
178626,\N,\N,5
178631,\N,\N,1
178636,\N,\N,4.1667
178637,\N,\N,1
178639,\N,\N,1
178647,\N,\N,5
178648,\N,\N,1
178649,\N,\N,5
178651,\N,\N,5
178652,\N,\N,1
178657,\N,\N,4
178659,"Camas, Washington",\N,4
178661,\N,\N,5
178664,\N,\N,5
178668,\N,\N,5
178675,\N,\N,4
178678,\N,\N,5
178679,\N,\N,4
178680,\N,\N,1
178681,\N,\N,5
178683,\N,\N,1
178684,\N,\N,4.3333
178688,\N,\N,5
178690,\N,\N,3
178698,\N,\N,1
178700,\N,\N,1
178704,\N,\N,1
178709,\N,\N,3
178715,\N,\N,5
178718,\N,\N,4.5
178719,\N,\N,4
178721,\N,\N,1
178723,\N,\N,4
178724,"mumbai, india",\N,\N
178727,\N,\N,4
178728,\N,\N,4
178730,\N,\N,3
178736,"Owatonna, MN, USA",\N,3.3333
178739,\N,\N,4.5714
178740,\N,\N,\N
178742,\N,\N,1
178743,\N,\N,1
178752,\N,\N,4
178757,\N,\N,1
178759,\N,\N,1
178760,\N,\N,5
178761,\N,\N,5
178763,\N,\N,5
178770,\N,\N,1
178773,\N,\N,2
178775,\N,\N,4
178779,"Portland, Oregon",\N,5
178787,\N,\N,4.5
178788,\N,\N,1
178789,\N,\N,2
178791,\N,\N,2
178792,\N,\N,3
178793,\N,\N,5
178800,"Los Angeles, CA, USA",\N,5
178804,\N,\N,4
178805,"Long Island, New York",\N,\N
178807,\N,\N,5
178809,\N,\N,5
178810,\N,\N,4
178811,\N,\N,3
178818,\N,\N,5
178821,\N,\N,2
178822,\N,\N,3
178825,\N,\N,4
178827,ALEXANDRIA  VA     USA,\N,5
178838,\N,\N,3
178844,\N,\N,1
178845,\N,\N,4
178851,\N,\N,1
178861,\N,\N,1
178862,\N,\N,5
178864,\N,\N,3
178872,\N,\N,4
178873,\N,\N,4
178874,\N,\N,2.6667
178875,\N,\N,4
178877,\N,\N,3
178882,\N,\N,4
178897,\N,\N,1
178901,\N,\N,5
178905,\N,\N,4.5
178906,\N,\N,3
178907,\N,\N,3
178915,\N,\N,5
178919,\N,\N,1
178927,\N,\N,5
178933,\N,\N,5
178936,\N,\N,5
178939,\N,\N,1
178959,\N,\N,1
178964,\N,\N,3
178967,\N,\N,5
178968,\N,\N,1
178970,\N,\N,5
178972,\N,\N,5
178979,\N,\N,5
178980,\N,\N,5
178981,\N,\N,1.5
178982,\N,\N,4
178984,\N,\N,5
178985,\N,\N,2.5
178987,\N,\N,5
178991,\N,\N,2.5
178992,\N,\N,3
178997,\N,\N,3
179000,\N,\N,1
179008,\N,\N,3
179014,\N,\N,1
179016,\N,\N,5
179017,\N,\N,4
179022,\N,\N,\N
179023,\N,\N,5
179026,\N,\N,4
179029,\N,\N,4
179031,\N,\N,5
179032,\N,\N,5
179034,\N,\N,2
179035,\N,\N,4
179042,\N,\N,1
179046,\N,\N,\N
179050,\N,\N,2
179054,\N,\N,4
179061,\N,\N,1.5
179063,\N,\N,4
179064,\N,\N,5
179077,\N,\N,4
179087,\N,\N,2
179094,\N,\N,1
179103,\N,\N,5
179106,\N,\N,5
179110,\N,\N,2
179111,\N,\N,2.3333
179132,\N,\N,4
179146,"Cincinnati, Ohio, USA",\N,1
179147,\N,\N,5
179150,\N,\N,5
179153,\N,\N,5
179156,\N,\N,5
179160,\N,\N,5
179167,\N,\N,1
179170,\N,\N,5
179174,\N,\N,1
179181,\N,\N,5
179183,\N,\N,3
179185,\N,\N,5
179188,\N,\N,5
179193,"Cloquet, Minnesota",\N,\N
179198,\N,\N,3
179199,\N,\N,2
179204,\N,\N,5
179205,\N,\N,1
179207,\N,\N,1
179218,\N,\N,2
179227,\N,\N,1
179228,\N,\N,\N
179231,\N,\N,2
179235,\N,\N,1
179236,\N,\N,3
179240,\N,\N,5
179244,\N,\N,2
179247,\N,\N,5
179251,\N,\N,4
179252,\N,\N,4
179256,\N,\N,5
179261,\N,\N,5
179263,\N,\N,3
179264,\N,\N,4
179272,\N,\N,2
179273,\N,\N,2.5
179281,\N,\N,1
179284,\N,\N,2
179285,\N,\N,4
179287,\N,\N,3.1429
179288,\N,\N,5
179289,\N,\N,5
179301,\N,\N,4
179303,\N,\N,4.3333
179305,\N,\N,1
179308,\N,\N,3
179314,\N,\N,1
179315,\N,\N,1
179316,\N,\N,5
179318,\N,\N,4
179320,\N,\N,4
179325,\N,\N,5
179328,\N,\N,5
179334,\N,\N,1.6
179335,\N,\N,2.5
179350,\N,\N,4
179351,\N,\N,1
179352,"Lake Worth, FL",\N,5
179353,\N,\N,5
179355,\N,\N,5
179356,\N,\N,5
179358, VA,\N,3.2273
179363,\N,\N,1
179367,\N,\N,5
179368,Rhode Island,\N,4.5556
179372,\N,\N,1
179376,"Williamsburg, VA; USA",\N,4.2
179377,\N,\N,3
179378,\N,\N,1
179382,\N,\N,5
179384,\N,\N,4
179386,\N,\N,4
179388,\N,\N,5
179389,\N,\N,1
179391,\N,\N,2
179394,\N,\N,4
179403,\N,\N,1
179404,\N,\N,1
179412,\N,\N,4
179413,\N,\N,5
179415,\N,\N,5
179423,Falls Church Va.,\N,5
179426,\N,\N,1
179427,\N,\N,1
179428,\N,\N,5
179431,\N,\N,1
179433,\N,\N,2.3333
179434,\N,\N,5
179438,\N,\N,5
179439,\N,\N,1
179448,\N,\N,5
179449,\N,\N,3
179451,\N,\N,5
179452,\N,\N,5
179453,\N,\N,5
179454,"Texas, US",\N,1
179455,\N,\N,1
179456,\N,\N,4
179459,\N,\N,4
179462,\N,\N,5
179464,\N,\N,5
179466,\N,\N,4.3333
179469,\N,\N,5
179471,\N,\N,5
179473,\N,\N,1
179474,\N,\N,4
179475,\N,\N,1
179479,\N,\N,3
179483,\N,\N,5
179485,\N,\N,5
179486,Sullivan Mo.,\N,4.5
179489,\N,\N,5
179494,\N,\N,4
179496,\N,\N,3
179498,\N,\N,1
179502,\N,\N,3
179504,\N,\N,2.3333
179506,\N,\N,1
179508,\N,\N,1
179509,\N,\N,3
179514,\N,\N,1
179517,\N,\N,5
179521,"Newtown, CT",\N,5
179523,\N,\N,4
179524,\N,\N,2
179525,"Boca Raton, Fl, USA",\N,5
179527,\N,\N,4.5
179534,\N,\N,5
179537,\N,\N,5
179542,\N,\N,2
179543,\N,\N,1.5
179545,\N,\N,1
179550,\N,\N,4
179556,\N,\N,5
179559,\N,\N,5
179560,\N,\N,5
179563,\N,\N,1
179565,"Lincoln, CA",\N,4.4286
179569,\N,\N,1
179572,\N,\N,3
179576,\N,\N,3.7778
179578,\N,\N,4
179589,\N,\N,1
179597,\N,\N,1
179601,\N,\N,1
179604,\N,\N,4.0909
179605,\N,\N,1
179611,\N,\N,\N
179613,\N,\N,5
179614,\N,\N,2
179617,\N,\N,2
179620,"Calgary, Alberta, Canada",\N,4
179626,\N,\N,5
179630,\N,\N,1
179632,\N,\N,4
179634,\N,\N,5
179635,\N,\N,5
179639,\N,\N,1
179640,\N,\N,4
179646,\N,\N,1
179648,\N,\N,5
179652,\N,\N,5
179654,\N,\N,1
179655,\N,\N,5
179656,\N,\N,1
179658,\N,\N,2
179670,\N,\N,1
179672,\N,\N,5
179675,\N,\N,2
179676,\N,\N,5
179696,\N,\N,1
179698,\N,\N,\N
179702,\N,\N,\N
179703,\N,\N,4.5
179705,\N,\N,1
179707,\N,\N,4
179713,\N,\N,1
179716,\N,\N,5
179717,\N,\N,1
179720,\N,\N,1
179723,\N,\N,3.4706
179724,\N,\N,5
179727,\N,\N,3.3333
179728,\N,\N,5
179729,\N,\N,5
179734,\N,\N,5
179738,\N,\N,5
179744,\N,\N,4
179748,\N,\N,1
179757,\N,\N,5
179759,\N,\N,5
179764,"California, Maryland, USA",\N,3
179769,\N,\N,4
179772,\N,\N,4
179773,\N,\N,4
179776,\N,\N,5
179778,\N,\N,\N
179782,\N,\N,5
179787,\N,\N,1
179790,\N,\N,5
179791,\N,\N,4
179794,\N,\N,4
179797,\N,\N,5
179798,\N,\N,1
179801,\N,\N,3
179802,\N,\N,4
179805,"Waukesha, Wisconsin",\N,4
179810,\N,\N,4
179813,\N,\N,3
179815,\N,\N,5
179816,\N,\N,4.1818
179823,\N,\N,2
179824,\N,\N,5
179830,\N,\N,5
179837,\N,\N,4
179857,\N,\N,3
179858,\N,\N,5
179861,\N,\N,\N
179862,\N,\N,5
179870,\N,\N,5
179875,\N,\N,5
179876,\N,\N,1
179884,\N,\N,3
179888,\N,\N,5
179892,\N,\N,1
179896,\N,\N,2
179897,\N,\N,5
179899,\N,\N,1
179904,\N,\N,2
179907,\N,\N,5
179909,\N,\N,2
179917,\N,\N,5
179919,\N,\N,1
179922,\N,\N,5
179924,\N,\N,4
179925,\N,\N,1
179927,\N,\N,2
179931,\N,\N,5
179933,\N,\N,1
179939,\N,\N,5
179943,\N,\N,5
179949,\N,\N,4
179955,\N,\N,5
179956,\N,\N,1
179958,\N,\N,2
179959,\N,\N,\N
179960,\N,\N,5
179962,\N,\N,3.7222
179965,\N,\N,5
179966,"Yucca Valley, CA",\N,5
179967,\N,\N,1
179968,\N,\N,4.5
179973,\N,\N,1
179976,\N,\N,5
179978,\N,\N,4
179981,\N,\N,2
179985,\N,\N,1
179988,\N,\N,1
179991,\N,\N,5
179995,\N,\N,5
179999,\N,\N,4
180000,\N,\N,5
180005,\N,\N,1
180006,\N,\N,1
180007,\N,\N,\N
180008,\N,\N,4
180009,\N,\N,3
180013,\N,\N,5
180014,\N,\N,1
180016,\N,\N,4.5
180017,\N,\N,4
180018,\N,\N,4.5
180023,\N,\N,4
180028,\N,\N,4
180032,\N,\N,5
180033,\N,\N,4
180038,\N,\N,1
180039,\N,\N,2
180041,\N,\N,5
180043,\N,\N,5
180045,\N,\N,2
180051,\N,\N,3
180052,\N,\N,5
180054,\N,\N,4
180059,\N,\N,1
180060,\N,\N,5
180064,\N,\N,5
180069,\N,\N,4
180070,\N,\N,1
180071,\N,\N,1
180074,\N,\N,1
180084,\N,\N,5
180086,\N,\N,1
180098,\N,\N,2
180101,\N,\N,5
180104,\N,\N,5
180110,"Texas, USA",\N,4.2
180114,\N,\N,2
180123,\N,\N,1
180125,Oakland,\N,1
180127,\N,\N,5
180133,\N,\N,4
180134,\N,\N,5
180135,\N,\N,1
180143,\N,\N,1
180145,\N,\N,5
180147,"Bellevue, WA",\N,5
180148,\N,\N,1
180151,\N,\N,\N
180154,\N,\N,4.5
180160,\N,\N,5
180162,\N,\N,3.5
180163,\N,\N,1
180164,\N,\N,2
180168,\N,\N,1
180176,\N,\N,1
180187,\N,\N,1
180193,\N,\N,5
180196,\N,\N,1
180198,\N,\N,3
180199,\N,\N,3
180202,\N,\N,4
180205,\N,\N,5
180208,\N,\N,5
180220,\N,\N,5
180221,\N,\N,5
180222,\N,\N,5
180223,\N,\N,4
180228,\N,\N,1
180234,\N,\N,5
180239,\N,\N,5
180245,\N,\N,3
180249,\N,\N,1
180250,\N,\N,4.5
180253,\N,\N,3
180259,\N,\N,\N
180262,\N,\N,1
180263,\N,\N,1
180264,\N,\N,1
180265,\N,\N,5
180266,\N,\N,5
180267,\N,\N,5
180268,\N,\N,5
180270,\N,\N,1
180287,\N,\N,1
180290,\N,\N,5
180291,\N,\N,2
180292,\N,\N,5
180296,\N,\N,2
180298,\N,\N,1
180299,\N,\N,5
180300,\N,\N,3
180302,\N,\N,1
180304,\N,\N,1
180305,\N,\N,2
180308,\N,\N,4
180309,\N,\N,3
180314,\N,\N,4.6667
180316,\N,\N,2
180317,\N,\N,1
180318,\N,\N,1
180319,\N,\N,4
180320,\N,\N,5
180329,\N,\N,1
180330,\N,\N,3
180336,\N,\N,5
180337,\N,\N,5
180340,\N,\N,5
180342,\N,\N,1
180352,\N,\N,5
180354,\N,\N,1
180360,\N,\N,1
180366,\N,\N,4
180368,\N,\N,5
180373,\N,\N,2.7143
180379,\N,\N,5
180380,\N,\N,1
180383,\N,\N,5
180386,\N,\N,5
180393,New Zealand,\N,5
180394,\N,\N,5
180398,"Maine, USA",\N,5
180399,\N,\N,5
180402,\N,\N,1
180413,\N,\N,5
180416,\N,\N,4.5
180424,\N,\N,5
180429,\N,\N,1
180430,\N,\N,2
180431,"Virginia Beach, VA, USA",\N,4.6667
180434,\N,\N,1
180437,\N,\N,5
180439,\N,\N,5
180450,\N,\N,2.5
180455,\N,\N,4
180457,\N,\N,5
180459,\N,\N,2
180461,\N,\N,1
180472,\N,\N,1
180477,\N,\N,1
180478,\N,\N,5
180482,\N,\N,1
180486,\N,\N,1
180492,\N,\N,1
180499,\N,\N,1
180500,\N,\N,1
180502,\N,\N,5
180504,\N,\N,5
180511,\N,\N,4.2857
180513,\N,\N,5
180518,\N,\N,5
180522,\N,\N,5
180524,\N,\N,1
180529,\N,\N,4
180536,\N,\N,1
180537,NY,\N,3
180539,\N,\N,4.5
180544,\N,\N,3
180554,\N,\N,5
180555,\N,\N,4
180556,\N,\N,1
180558,\N,\N,5
180559,\N,\N,5
180561,\N,\N,3.6667
180573,\N,\N,5
180579,\N,\N,3
180584,Toronto,\N,1
180588,\N,\N,4.5
180591,"Tulsa, Ok",\N,1
180599,\N,\N,5
180604,\N,\N,4
180607,\N,\N,4
180614,\N,\N,5
180618,\N,\N,5
180619,\N,\N,5
180627,\N,\N,5
180628,\N,\N,4
180637,\N,\N,5
180639,\N,\N,1
180643,"Tulsa, OK",\N,2
180646,\N,\N,5
180650,\N,\N,\N
180654,\N,\N,4
180661,\N,\N,3
180663,"Arlington, Texas",\N,4.2727
180668,\N,\N,3
180669,\N,\N,1
180672,"Travis AFB, CA",\N,5
180674,"newport news, va, usa",\N,5
180681,"Lee, Massachusetts",\N,\N
180683,\N,\N,5
180684,\N,\N,5
180686,\N,\N,1
180687,\N,\N,5
180689,\N,\N,1
180690,\N,\N,4.3333
180691,\N,\N,5
180697,\N,\N,5
180698,\N,\N,1
180700,\N,\N,5
180701,\N,\N,5
180707,\N,\N,4.3333
180710,\N,\N,5
180712,\N,\N,5
180714,\N,\N,5
180718,\N,\N,1
180725,\N,\N,3
180728,\N,\N,2
180731,\N,\N,5
180737,\N,\N,1
180740,\N,\N,1
180742,\N,\N,1
180743,\N,\N,3
180746,\N,\N,5
180752,\N,\N,1
180753,\N,\N,5
180757,\N,\N,1
180759,\N,\N,5
180761,\N,\N,5
180763,\N,\N,5
180764,\N,\N,1
180766,\N,\N,5
180769,\N,\N,4
180772,\N,\N,4
180779,\N,\N,5
180781,\N,\N,5
180784,\N,\N,1
180785,\N,\N,1
180794,\N,\N,1
180795,\N,\N,\N
180796,\N,\N,4.5
180798,\N,\N,2
180801,\N,\N,4
180807,\N,\N,1
180812,\N,\N,2
180819,\N,\N,5
180823,\N,\N,\N
180832,\N,\N,3
180834,\N,\N,2
180835,\N,\N,\N
180836,\N,\N,3.6667
180841,\N,\N,1
180843,\N,\N,4.6667
180844,\N,\N,5
180851,\N,\N,1
180853,\N,\N,4
180860,\N,\N,3
180861,\N,\N,4.75
180863,\N,\N,5
180864,\N,\N,5
180869,\N,\N,4
180874,\N,\N,5
180877,\N,\N,5
180881,\N,\N,4.5
180885,\N,\N,5
180887,\N,\N,2
180888,\N,\N,1
180889,\N,\N,5
180890,"Madison, AL, USA",\N,5
180896,\N,\N,5
180906,Darlington,\N,4.3333
180908,\N,\N,4
180915,\N,\N,5
180918,\N,\N,5
180919,\N,\N,1
180921,\N,\N,4
180924,\N,\N,3
180925,Michigan,\N,4.1304
180926,\N,\N,5
180931,\N,\N,2
180932,\N,\N,5
180937,\N,\N,5
180938,\N,\N,1
180964,\N,\N,5
180966,\N,\N,5
180969,\N,\N,4
180973,\N,\N,5
180981,\N,\N,3.6667
180982,\N,\N,1
180985,\N,\N,1
180986,\N,\N,5
180987,\N,\N,5
180988,\N,\N,2
180989,\N,\N,5
180992,\N,\N,4
180993,\N,\N,5
180996,\N,\N,5
180997,\N,\N,5
180999,\N,\N,5
181007,\N,\N,1
181009,\N,\N,5
181010,\N,\N,5
181013,\N,\N,5
181015,\N,\N,5
181027,\N,\N,4
181033,\N,\N,5
181036,\N,\N,4
181037,\N,\N,5
181038,\N,\N,5
181043,\N,\N,1
181044,\N,\N,5
181047,\N,\N,1
181053,\N,\N,3.5
181056,\N,\N,1
181058,\N,\N,1
181063,"Milford, OH",\N,\N
181068,\N,\N,5
181075,\N,\N,5
181076,\N,\N,5
181080,London,\N,5
181091,NEW YORK CITY BABEEEEEE,\N,\N
181101,\N,\N,5
181105,\N,\N,1
181116,\N,\N,2
181119,\N,\N,1
181120,\N,\N,5
181124,\N,\N,5
181129,\N,\N,1
181130,"London, England",\N,5
181131,\N,\N,1
181137,\N,\N,4
181141,\N,\N,5
181143,\N,\N,4
181149,"Milwaukee, WI",\N,4
181156,\N,\N,5
181157,"Lake of the Ozarks, Missouri",\N,4.5
181159,\N,\N,1
181164,\N,\N,5
181170,\N,\N,4.5
181175,"NY, USA",\N,3
181176,\N,\N,1
181178,\N,\N,5
181180,\N,\N,5
181181,\N,\N,5
181185,\N,\N,2
181186,\N,\N,5
181192,\N,\N,5
181194,\N,\N,1
181195,\N,\N,5
181196,\N,\N,1
181197,\N,\N,1
181200,\N,\N,1
181203,\N,\N,4
181205,\N,\N,3
181214,\N,\N,2
181224,\N,\N,\N
181225,\N,\N,5
181226,\N,\N,2
181227,\N,\N,5
181229,\N,\N,1
181233,\N,\N,2
181239,\N,\N,4
181241,\N,\N,5
181242,\N,\N,5
181243,\N,\N,5
181245,\N,\N,2
181250,\N,\N,1
181254,\N,\N,5
181258,\N,\N,1
181272,\N,\N,5
181273,\N,\N,5
181282,\N,\N,5
181283,\N,\N,4
181285,"Saratoga, NY ",\N,\N
181290,\N,\N,5
181292,\N,\N,5
181296,\N,\N,4
181297,\N,\N,5
181303,\N,\N,5
181308,\N,\N,3.5
181309,\N,\N,1
181311,\N,\N,3
181313,\N,\N,4.6154
181322,\N,\N,5
181335,\N,\N,1
181337,California,\N,3.9665
181339,\N,\N,1
181345,Kentucky,\N,4.25
181346,\N,\N,5
181347,\N,\N,5
181350,\N,\N,3
181357,\N,\N,5
181358,\N,\N,1
181359,\N,\N,2
181361,\N,\N,1
181364,\N,\N,3
181366,\N,\N,2
181367,\N,\N,4
181378,\N,\N,1
181382,\N,\N,2.6667
181388,\N,\N,1
181390,\N,\N,4
181401,\N,\N,5
181402,\N,\N,5
181404,\N,\N,1
181407,\N,\N,5
181413,\N,\N,4
181414,\N,\N,5
181422,"Baltimore, Maryland",\N,4.5455
181424,\N,\N,2
181429,\N,\N,1
181430,\N,\N,5
181435,\N,\N,1
181437,\N,\N,3
181439,\N,\N,1
181440,\N,\N,1
181443,\N,\N,1
181448,\N,\N,5
181450,\N,\N,3
181451,\N,\N,4
181452,\N,\N,4
181454,\N,\N,1
181455,\N,\N,1
181463,\N,\N,1
181464,\N,\N,5
181470,\N,\N,1
181475,\N,\N,\N
181476,\N,\N,1
181480,\N,\N,2
181482,\N,\N,5
181490,\N,\N,2
181495,\N,\N,5
181496,\N,\N,4.5
181497,\N,\N,1
181501,\N,\N,3
181505,\N,\N,1
181506,\N,\N,1
181511,\N,\N,4.5
181521,\N,\N,4
181527,\N,\N,2.3333
181532,\N,\N,1
181534,\N,\N,5
181535,\N,\N,2
181538,\N,\N,1
181541,\N,\N,1
181550,"Madison Heights, Michigan",\N,4.3333
181554,\N,\N,5
181557,\N,\N,1
181564,\N,\N,4.5
181567,\N,\N,5
181568,\N,\N,4.2857
181571,\N,\N,1
181573,\N,\N,1
181580,\N,\N,5
181582,\N,\N,5
181583,\N,\N,5
181589,\N,\N,3
181590,\N,\N,5
181592,\N,\N,5
181594,"Thousand Oaks, CA",\N,3.8333
181596,\N,\N,\N
181607,\N,\N,3.5
181611,\N,\N,5
181613,\N,\N,1
181617,\N,\N,4.5
181618,\N,\N,3.5
181620,\N,\N,4
181624,\N,\N,5
181630,\N,\N,2
181637,\N,\N,5
181639,\N,\N,5
181642,\N,\N,1
181644,\N,\N,4
181649,\N,\N,5
181651,\N,\N,5
181653,\N,\N,4
181656,\N,\N,5
181660,\N,\N,1
181665,California,\N,4.5
181668,\N,\N,3.5
181675,\N,\N,1
181677,\N,\N,4
181684,\N,\N,1
181685,\N,\N,1
181695,\N,\N,5
181696,\N,\N,4
181699,"New York, NY",\N,3.8182
181708,\N,\N,\N
181711,\N,\N,1
181714,\N,\N,1
181718,\N,\N,1
181720,\N,\N,1
181723,\N,\N,1
181727,\N,\N,5
181729,\N,\N,1
181730,\N,\N,5
181735,\N,\N,5
181736,\N,\N,5
181737,\N,\N,5
181738,\N,\N,3
181740,\N,\N,1
181743,\N,\N,2
181748,\N,\N,5
181752,\N,\N,1
181754,\N,\N,1
181759,\N,\N,5
181761,\N,\N,5
181765,\N,\N,5
181772,\N,\N,1
181774,\N,\N,5
181778,"LaGrange, Kentucky",\N,4.0732
181781,\N,\N,1
181782,\N,\N,4
181786,\N,\N,5
181790,\N,\N,1
181792,\N,\N,5
181796,\N,\N,5
181802,\N,\N,4
181808,\N,\N,5
181811,\N,\N,5
181812,\N,\N,1
181815,\N,\N,2
181819,\N,\N,5
181822,\N,\N,2
181828,\N,\N,5
181830,\N,\N,5
181833,\N,\N,5
181834,\N,\N,1
181835,\N,\N,5
181840,\N,\N,5
181842,\N,\N,5
181848,\N,\N,4
181851,\N,\N,5
181853,\N,\N,5
181857,\N,\N,1
181860,\N,\N,4
181861,\N,\N,5
181863,\N,\N,\N
181874,\N,\N,5
181875,\N,\N,1
181877,\N,\N,5
181878,\N,\N,4.3462
181884,\N,\N,1
181886,\N,\N,1
181891,\N,\N,4
181892,\N,\N,1
181895,\N,\N,1
181898,\N,\N,1
181903,\N,\N,1
181905,\N,\N,\N
181910,\N,\N,5
181923,\N,\N,1
181925,\N,\N,5
181933,\N,\N,5
181942,\N,\N,5
181944,\N,\N,5
181951,\N,\N,5
181952,\N,\N,1
181956,\N,\N,5
181957,\N,\N,4
181959,\N,\N,4.5
181962,\N,\N,3.5
181963,\N,\N,1
181970,\N,\N,5
181976,\N,\N,4.5
181979,"Lake Charles, LA",\N,2
181981,\N,\N,1
181990,\N,\N,5
181991,\N,\N,4
182003,\N,\N,1.5
182006,\N,\N,1
182007,\N,\N,2
182010,\N,\N,1
182014,\N,\N,1
182017,\N,\N,5
182020,\N,\N,3
182022,\N,\N,1
182023,\N,\N,1
182024,\N,\N,2
182025,\N,\N,5
182027,\N,\N,4.1765
182033,\N,\N,1
182036,\N,\N,1
182040,\N,\N,1
182041,\N,\N,4
182043,\N,\N,4
182046,\N,\N,3
182048,\N,\N,5
